id,event_key,tx_hash,wallet_address,token_mint,timestamp,date_str,side,amount_tokens,amount_sol,amount_usd,price_usd,is_airdrop,is_first_buyer,entry_delay_seconds,program_id,source_type,source_name,source_ref,fetched_at,raw_json
2453,HELIUS_FIRST_BUYERS:7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr:None:EaSaS4qbBkpPLW9ViuceYf1NDYUDYpLKvcr8b4HE7ePU,,EaSaS4qbBkpPLW9ViuceYf1NDYUDYpLKvcr8b4HE7ePU,7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr,1702417056,,BUY,246604.352600153,0.10218428,0.0,0.0,0,1,3289,,ONCHAIN,HELIUS_RPC,453,2026-08-20 04:42:48,"""{}"""
2454,HELIUS_FIRST_BUYERS:7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr:None:BQeR9owXVYCrzLxET1gyzs3CQmeDZ4S2sbJryW4YdbjF,,BQeR9owXVYCrzLxET1gyzs3CQmeDZ4S2sbJryW4YdbjF,7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr,1702417056,,BUY,2751534.612616726,1.13205928,0.0,0.0,0,1,3289,,ONCHAIN,HELIUS_RPC,454,2026-08-20 04:42:48,"""{}"""
2457,HELIUS_FIRST_BUYERS:7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr:None:Fm6suyPaWD8si33rbXur6PdVHXbSbBiLjhrgHFZSNgB3,,Fm6suyPaWD8si33rbXur6PdVHXbSbBiLjhrgHFZSNgB3,7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr,1702417066,,BUY,250204.117818949,0.10218428,0.0,0.0,0,1,3299,,ONCHAIN,HELIUS_RPC,457,2026-08-20 04:42:49,"""{}"""
2458,HELIUS_FIRST_BUYERS:7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr:None:CYiYup6ZbZhi3yQ1wwWAJppJ4m6uc1YpDrV5Mi8Gy8QC,,CYiYup6ZbZhi3yQ1wwWAJppJ4m6uc1YpDrV5Mi8Gy8QC,7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr,1702417068,,BUY,251784.582714359,0.10564428,0.0,0.0,0,1,3301,,ONCHAIN,HELIUS_RPC,458,2026-08-20 04:42:49,"""{}"""
2459,HELIUS_FIRST_BUYERS:7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr:None:DjWcaXSZF4BMqk5N7yodobpj3NBRt5JdvrRxxbjg4EAH,,DjWcaXSZF4BMqk5N7yodobpj3NBRt5JdvrRxxbjg4EAH,7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr,1702417069,,BUY,2824319.285552904,1.156603383,0.0,0.0,0,1,3302,,ONCHAIN,HELIUS_RPC,459,2026-08-20 04:42:50,"""{}"""
2461,HELIUS_FIRST_BUYERS:7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr:None:CFcUeEhjGsdvZeQYGFS17fSnLmrGijPvkaKctU4mBtmE,,CFcUeEhjGsdvZeQYGFS17fSnLmrGijPvkaKctU4mBtmE,7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr,1702417070,,BUY,2338.851207784,0.00318428,0.0,0.0,0,1,3303,,ONCHAIN,HELIUS_RPC,461,2026-08-20 04:42:50,"""{}"""
2462,HELIUS_FIRST_BUYERS:7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr:None:kPmETnF9GduBS9GmXTybWYYC7Tj2Dq3BWuMZnsLXBxr,,kPmETnF9GduBS9GmXTybWYYC7Tj2Dq3BWuMZnsLXBxr,7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr,1702417071,,BUY,1594503.896637156,0.69218428,0.0,0.0,0,1,3304,,ONCHAIN,HELIUS_RPC,462,2026-08-20 04:42:50,"""{}"""
2463,HELIUS_FIRST_BUYERS:7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr:None:8MhqGnzY62EC7wTPcL2QNzWpT7TeUAsQsat5Egq68cJn,,8MhqGnzY62EC7wTPcL2QNzWpT7TeUAsQsat5Egq68cJn,7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr,1702417078,,BUY,1208548.455425292,0.50218428,0.0,0.0,0,1,3311,,ONCHAIN,HELIUS_RPC,463,2026-08-20 04:42:51,"""{}"""
2464,HELIUS_FIRST_BUYERS:7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr:None:3KNhUBbkUUmdERw8keDoDnZtMJF6ZLDaYyC2VwZ77hF3,,3KNhUBbkUUmdERw8keDoDnZtMJF6ZLDaYyC2VwZ77hF3,7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr,1702417080,,BUY,4666378.603390832,2.00205928,0.0,0.0,0,1,3313,,ONCHAIN,HELIUS_RPC,464,2026-08-20 04:42:51,"""{}"""
2465,HELIUS_FIRST_BUYERS:7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr:None:4dbxGAa1z7L8g93Fa62KVCneUNbdQUtVJwjVhVMc2XXY,,4dbxGAa1z7L8g93Fa62KVCneUNbdQUtVJwjVhVMc2XXY,7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr,1702417086,,BUY,449099.203039896,0.20218428,0.0,0.0,0,1,3319,,ONCHAIN,HELIUS_RPC,465,2026-08-20 04:42:51,"""{}"""
2468,HELIUS_FIRST_BUYERS:7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr:None:12g5AUu5yzYak59VeFq2NNXfLDDtvF457T9VHj8uGyrD,,12g5AUu5yzYak59VeFq2NNXfLDDtvF457T9VHj8uGyrD,7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr,1702417092,,BUY,251866.138850989,0.10205928,0.0,0.0,0,1,3325,,ONCHAIN,HELIUS_RPC,468,2026-08-20 04:42:52,"""{}"""
2469,HELIUS_FIRST_BUYERS:7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr:None:HWa1PUhPhp7zHM9PpKxVxsZjS4ZX2qDowsg9vLiAqBch,,HWa1PUhPhp7zHM9PpKxVxsZjS4ZX2qDowsg9vLiAqBch,7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr,1702417092,,BUY,250922.478690263,0.10205928,0.0,0.0,0,1,3325,,ONCHAIN,HELIUS_RPC,469,2026-08-20 04:42:52,"""{}"""
2470,HELIUS_FIRST_BUYERS:7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr:None:A9RQAtsfq7zBdrtjx1uDr2wCbXTF34kercYHVaK4R3em,,A9RQAtsfq7zBdrtjx1uDr2wCbXTF34kercYHVaK4R3em,7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr,1702417097,,BUY,346844.843231495,0.14218428,0.0,0.0,0,1,3330,,ONCHAIN,HELIUS_RPC,470,2026-08-20 04:42:52,"""{}"""
2471,HELIUS_FIRST_BUYERS:7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr:None:Bb4jCG7DNySrLYsyMEwEaRbhirb2LnzzwyF1Vx2nrmxe,,Bb4jCG7DNySrLYsyMEwEaRbhirb2LnzzwyF1Vx2nrmxe,7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr,1702417097,,BUY,2425535.760653036,1.00218428,0.0,0.0,0,1,3330,,ONCHAIN,HELIUS_RPC,471,2026-08-20 04:42:53,"""{}"""
2473,HELIUS_FIRST_BUYERS:7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr:None:BP7RbmMxWg7VhUzbqTfGgbmRPyMcFdgLLwoF5ooGjwEb,,BP7RbmMxWg7VhUzbqTfGgbmRPyMcFdgLLwoF5ooGjwEb,7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr,1702417101,,BUY,34301.749995914,0.017069193,0.0,0.0,0,1,3334,,ONCHAIN,HELIUS_RPC,473,2026-08-20 04:42:53,"""{}"""
2475,HELIUS_FIRST_BUYERS:7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr:None:Fs713wRgRJCvs6cnQCLH91U4weocxmQx1G7LLTZcqSd1,,Fs713wRgRJCvs6cnQCLH91U4weocxmQx1G7LLTZcqSd1,7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr,1702417110,,BUY,237829.840450955,0.10564428,0.0,0.0,0,1,3343,,ONCHAIN,HELIUS_RPC,475,2026-08-20 04:42:54,"""{}"""
2477,HELIUS_FIRST_BUYERS:7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr:None:9ddbfA3xbKdBrhFDUyD7WRffLtr8KR95vn9jL7uGyisX,,9ddbfA3xbKdBrhFDUyD7WRffLtr8KR95vn9jL7uGyisX,7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr,1702417115,,BUY,11825127.320157142,5.00218428,0.0,0.0,0,1,3348,,ONCHAIN,HELIUS_RPC,477,2026-08-20 04:42:54,"""{}"""
2478,HELIUS_FIRST_BUYERS:7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr:None:GdwqXSDqSQ2LCgoRcrix3eJaGq9SqhRUJFoXj2V1bczz,,GdwqXSDqSQ2LCgoRcrix3eJaGq9SqhRUJFoXj2V1bczz,7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr,1702417115,,BUY,302882.114640298,0.13218428,0.0,0.0,0,1,3348,,ONCHAIN,HELIUS_RPC,478,2026-08-20 04:42:54,"""{}"""
2479,HELIUS_FIRST_BUYERS:7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr:None:7TjccRXP95iA4vPn6rBkjeLMvPUW8a9JTAXi7NMAEtTq,,7TjccRXP95iA4vPn6rBkjeLMvPUW8a9JTAXi7NMAEtTq,7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr,1702417119,,BUY,10658380.651482856,5.00218428,0.0,0.0,0,1,3352,,ONCHAIN,HELIUS_RPC,479,2026-08-20 04:42:55,"""{}"""
2480,HELIUS_FIRST_BUYERS:7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr:None:4U5U8kax5hSFSRLSnVQUorcyaoCLPgr2GS51nV7MKTMa,,4U5U8kax5hSFSRLSnVQUorcyaoCLPgr2GS51nV7MKTMa,7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr,1702417129,,BUY,576837.430057406,0.264911119,0.0,0.0,0,1,3362,,ONCHAIN,HELIUS_RPC,480,2026-08-20 04:42:55,"""{}"""
2482,HELIUS_FIRST_BUYERS:7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr:None:8E1AXrLUizCdhFdt6AdCsCMeLCAM2gvbkL3GU8SRPzMx,,8E1AXrLUizCdhFdt6AdCsCMeLCAM2gvbkL3GU8SRPzMx,7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr,1702417132,,BUY,1065986.586797979,0.50218428,0.0,0.0,0,1,3365,,ONCHAIN,HELIUS_RPC,482,2026-08-20 04:42:55,"""{}"""
2485,HELIUS_FIRST_BUYERS:7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr:None:F86EjknppMtXi4JVNBcyKE2yogPmRXKwX47JQjvgN5Lo,,F86EjknppMtXi4JVNBcyKE2yogPmRXKwX47JQjvgN5Lo,7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr,1702417141,,BUY,1107937.960670995,0.50204428,0.0,0.0,0,1,3374,,ONCHAIN,HELIUS_RPC,485,2026-08-20 04:42:56,"""{}"""
2486,HELIUS_FIRST_BUYERS:7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr:None:8wb2sQ19MyLPVSWHXdig8fd2ppcS9RZmpf6YJnQUoD71,,8wb2sQ19MyLPVSWHXdig8fd2ppcS9RZmpf6YJnQUoD71,7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr,1702417142,,BUY,1841134.893816577,0.836449324,0.0,0.0,0,1,3375,,ONCHAIN,HELIUS_RPC,486,2026-08-20 04:42:56,"""{}"""
2489,HELIUS_FIRST_BUYERS:7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr:None:D7rj6TNYaWn3tbnodm8bw7SSAMNHyMUcrVGRd9cENA6H,,D7rj6TNYaWn3tbnodm8bw7SSAMNHyMUcrVGRd9cENA6H,7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr,1702417155,,BUY,569335.421126857,0.25218428,0.0,0.0,0,1,3388,,ONCHAIN,HELIUS_RPC,489,2026-08-20 04:42:57,"""{}"""
2490,HELIUS_FIRST_BUYERS:7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr:None:BVauZxLhuDjWor2kP3ahbctwBgRfLnRz9P8FQS5ZecPZ,,BVauZxLhuDjWor2kP3ahbctwBgRfLnRz9P8FQS5ZecPZ,7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr,1702417157,,BUY,1662319.110024868,0.00205928,0.0,0.0,0,1,3390,,ONCHAIN,HELIUS_RPC,490,2026-08-20 04:42:57,"""{}"""
2491,HELIUS_FIRST_BUYERS:7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr:None:6uipdFtxemPHnXLEE1cRodt1XWqDHJ18ET8iqiHRr3Er,,6uipdFtxemPHnXLEE1cRodt1XWqDHJ18ET8iqiHRr3Er,7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr,1702417157,,BUY,222697.674064156,0.10205928,0.0,0.0,0,1,3390,,ONCHAIN,HELIUS_RPC,491,2026-08-20 04:42:58,"""{}"""
2492,HELIUS_FIRST_BUYERS:7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr:None:9BmEbAEux5pTZMjYPt22PvkX1HNsCyXuWa5yhMMMGoKM,,9BmEbAEux5pTZMjYPt22PvkX1HNsCyXuWa5yhMMMGoKM,7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr,1702417158,,BUY,43987.375286039,0.02218428,0.0,0.0,0,1,3391,,ONCHAIN,HELIUS_RPC,492,2026-08-20 04:42:58,"""{}"""
2493,HELIUS_FIRST_BUYERS:7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr:None:G7LdywoU4F1qrPgkymK7LjHuuiPNqQ7jvCLi7Xwc6rSr,,G7LdywoU4F1qrPgkymK7LjHuuiPNqQ7jvCLi7Xwc6rSr,7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr,1702417158,,BUY,1090025.479707063,0.50218428,0.0,0.0,0,1,3391,,ONCHAIN,HELIUS_RPC,493,2026-08-20 04:42:58,"""{}"""
2494,HELIUS_FIRST_BUYERS:7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr:None:4gkqfFijEzRqKZzXf9w5N8vPJo1UcYDQPXAtL5MUwc7R,,4gkqfFijEzRqKZzXf9w5N8vPJo1UcYDQPXAtL5MUwc7R,7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr,1702417162,,BUY,8919359.07022995,4.40205928,0.0,0.0,0,1,3395,,ONCHAIN,HELIUS_RPC,494,2026-08-20 04:42:58,"""{}"""
2495,HELIUS_FIRST_BUYERS:7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr:None:3iLEt8aXj4gYBxdsS3rw9cjvJ1vEgFHuXrUZupsCsRFM,,3iLEt8aXj4gYBxdsS3rw9cjvJ1vEgFHuXrUZupsCsRFM,7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr,1702417170,,BUY,1895428.750810148,1.00218428,0.0,0.0,0,1,3403,,ONCHAIN,HELIUS_RPC,495,2026-08-20 04:42:59,"""{}"""
2496,HELIUS_FIRST_BUYERS:7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr:None:9YCN9keM3Wwz9Jbnk2GPDB37EwNuBeUqsGQ6zJKApqAv,,9YCN9keM3Wwz9Jbnk2GPDB37EwNuBeUqsGQ6zJKApqAv,7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr,1702417170,,BUY,631075.415353446,0.33902634,0.0,0.0,0,1,3403,,ONCHAIN,HELIUS_RPC,496,2026-08-20 04:42:59,"""{}"""
2498,HELIUS_FIRST_BUYERS:7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr:None:93jsLT7ZuWmS3YzwZwmwiFhUFyJw3wVh4Em3jRNQWmND,,93jsLT7ZuWmS3YzwZwmwiFhUFyJw3wVh4Em3jRNQWmND,7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr,1702417183,,BUY,952633.870620585,0.50205928,0.0,0.0,0,1,3416,,ONCHAIN,HELIUS_RPC,498,2026-08-20 04:42:59,"""{}"""
2499,HELIUS_FIRST_BUYERS:7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr:None:BGFxSUvjwZiH33gHTA16Kgf1G4CRod2EcMtvbat7G6Bs,,BGFxSUvjwZiH33gHTA16Kgf1G4CRod2EcMtvbat7G6Bs,7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr,1702417183,,BUY,33627.99441241,0.01985928,0.0,0.0,0,1,3416,,ONCHAIN,HELIUS_RPC,499,2026-08-20 04:43:00,"""{}"""
2503,HELIUS_FIRST_BUYERS:7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr:None:24CXnvAtqQVAimvUjwX9jRCBnDBG8zEouVyvy6bvSiq8,,24CXnvAtqQVAimvUjwX9jRCBnDBG8zEouVyvy6bvSiq8,7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr,1702417185,,BUY,1631230.028085032,0.8849724,0.0,0.0,0,1,3418,,ONCHAIN,HELIUS_RPC,503,2026-08-20 04:43:01,"""{}"""
2504,HELIUS_FIRST_BUYERS:7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr:None:Es1D6MPqLA9rJezchEvXSv9qjbzjwc8CbPZduyyikqRm,,Es1D6MPqLA9rJezchEvXSv9qjbzjwc8CbPZduyyikqRm,7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr,1702417185,,BUY,3600919.659590828,2.00205928,0.0,0.0,0,1,3418,,ONCHAIN,HELIUS_RPC,504,2026-08-20 04:43:01,"""{}"""
2505,HELIUS_FIRST_BUYERS:7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr:None:BNMHoQXuG4Pz61QSdRpoXETb98rDcNnQhAV9wWxVuSPg,,BNMHoQXuG4Pz61QSdRpoXETb98rDcNnQhAV9wWxVuSPg,7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr,1702417193,,BUY,56042.219892486,0.03218428,0.0,0.0,0,1,3426,,ONCHAIN,HELIUS_RPC,505,2026-08-20 04:43:02,"""{}"""
2506,HELIUS_FIRST_BUYERS:7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr:None:dbpaBt8EvN7pGauU5RMjDspEhXiRXd5zDofwDCvzmLe,,dbpaBt8EvN7pGauU5RMjDspEhXiRXd5zDofwDCvzmLe,7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr,1702417201,,BUY,304704.265175969,0.15205928,0.0,0.0,0,1,3434,,ONCHAIN,HELIUS_RPC,506,2026-08-20 04:43:02,"""{}"""
2507,HELIUS_FIRST_BUYERS:7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr:None:GL9DgtMiErUwtkQjhGBFns27yNxrozRa1mxZVR8EqnGi,,GL9DgtMiErUwtkQjhGBFns27yNxrozRa1mxZVR8EqnGi,7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr,1702417203,,BUY,599174.164830451,0.30218428,0.0,0.0,0,1,3436,,ONCHAIN,HELIUS_RPC,507,2026-08-20 04:43:02,"""{}"""
2508,HELIUS_FIRST_BUYERS:7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr:None:AsKBqjr8v5od7oLwNqgRFHKRkvv5asJFcxG4XWcsPSt,,AsKBqjr8v5od7oLwNqgRFHKRkvv5asJFcxG4XWcsPSt,7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr,1702417203,,BUY,200256.612653512,0.002045971,0.0,0.0,0,1,3436,,ONCHAIN,HELIUS_RPC,508,2026-08-20 04:43:02,"""{}"""
2509,HELIUS_FIRST_BUYERS:7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr:None:GGd2DGEupHLaPbkH14k2m3DoYqWMXx9dGfkFouSBA5Fd,,GGd2DGEupHLaPbkH14k2m3DoYqWMXx9dGfkFouSBA5Fd,7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr,1702417204,,BUY,981954.377991283,0.50218428,0.0,0.0,0,1,3437,,ONCHAIN,HELIUS_RPC,509,2026-08-20 04:43:03,"""{}"""
2510,HELIUS_FIRST_BUYERS:7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr:None:xRszndq1wQvyGsxfmCci79tD2eG3BA95WUUBXUMDsGT,,xRszndq1wQvyGsxfmCci79tD2eG3BA95WUUBXUMDsGT,7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr,1702417210,,BUY,247617.709197027,0.12711428,0.0,0.0,0,1,3443,,ONCHAIN,HELIUS_RPC,510,2026-08-20 04:43:03,"""{}"""
2511,HELIUS_FIRST_BUYERS:7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr:None:CVk8kCopZzCg5zGRVhevqE3qG95EttbEYYEi61UmPDFZ,,CVk8kCopZzCg5zGRVhevqE3qG95EttbEYYEi61UmPDFZ,7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr,1702417216,,BUY,271189.478468915,0.13205928,0.0,0.0,0,1,3449,,ONCHAIN,HELIUS_RPC,511,2026-08-20 04:43:03,"""{}"""
2512,HELIUS_FIRST_BUYERS:7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr:None:2bCFwzwa3AyfRSzoUet4UEDhvzPfvYAi2z23D4Fg7U7j,,2bCFwzwa3AyfRSzoUet4UEDhvzPfvYAi2z23D4Fg7U7j,7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr,1702417217,,BUY,510558.840767917,0.25218428,0.0,0.0,0,1,3450,,ONCHAIN,HELIUS_RPC,512,2026-08-20 04:43:03,"""{}"""
2513,HELIUS_FIRST_BUYERS:7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr:None:GMsHiyEcuBq7kNvrSEB6W5whqsk8y9N444NTVRKAeqsU,,GMsHiyEcuBq7kNvrSEB6W5whqsk8y9N444NTVRKAeqsU,7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr,1702417218,,BUY,1010955.291143171,0.50204428,0.0,0.0,0,1,3451,,ONCHAIN,HELIUS_RPC,513,2026-08-20 04:43:04,"""{}"""
2514,HELIUS_FIRST_BUYERS:7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr:None:4xPeUV6p9jsKCR1Gkhz8jiZVMe4XFPchz48dvUNcst5A,,4xPeUV6p9jsKCR1Gkhz8jiZVMe4XFPchz48dvUNcst5A,7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr,1702417228,,BUY,40389.997712584,0.02324428,0.0,0.0,0,1,3461,,ONCHAIN,HELIUS_RPC,514,2026-08-20 04:43:04,"""{}"""
2515,HELIUS_FIRST_BUYERS:7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr:None:F1qXjxccE8CfLMVt1jmEdLWBLGXZrqgoLuTgEzVUsQNd,,F1qXjxccE8CfLMVt1jmEdLWBLGXZrqgoLuTgEzVUsQNd,7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr,1702417228,,BUY,1985504.491161127,1.00205928,0.0,0.0,0,1,3461,,ONCHAIN,HELIUS_RPC,515,2026-08-20 04:43:04,"""{}"""
2516,HELIUS_FIRST_BUYERS:7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr:None:CRST8DkUvENLHFsbS5yazTUpXrw9pWwNyMB4rrhRT52N,,CRST8DkUvENLHFsbS5yazTUpXrw9pWwNyMB4rrhRT52N,7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr,1702417228,,BUY,3780542.062409943,2.002049281,0.0,0.0,0,1,3461,,ONCHAIN,HELIUS_RPC,516,2026-08-20 04:43:04,"""{}"""
2518,HELIUS_FIRST_BUYERS:7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr:None:73NrpSCtJwAH3hNBCEE6iZ8jj9t4iXKFyJ5Pt36y89mj,,73NrpSCtJwAH3hNBCEE6iZ8jj9t4iXKFyJ5Pt36y89mj,7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr,1702417236,,BUY,265627.574257304,0.15218428,0.0,0.0,0,1,3469,,ONCHAIN,HELIUS_RPC,518,2026-08-20 04:43:05,"""{}"""
2519,HELIUS_FIRST_BUYERS:7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr:None:ETbnbeShLXfnEtomCHQB99nRWuozTn4t5FSCXRoRUjX,,ETbnbeShLXfnEtomCHQB99nRWuozTn4t5FSCXRoRUjX,7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr,1702417245,,BUY,134711.621392154,0.00205928,0.0,0.0,0,1,3478,,ONCHAIN,HELIUS_RPC,519,2026-08-20 04:43:05,"""{}"""
2520,HELIUS_FIRST_BUYERS:7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr:None:8m1UMABZ2fbDRMpNDsuSFsNZX3dKQsX8LRjz7cFr2TKT,,8m1UMABZ2fbDRMpNDsuSFsNZX3dKQsX8LRjz7cFr2TKT,7GCihgDB8fe6KNjn2MYtkzZcRjQy3t9GHdC8uHYmW2hr,1702417246,,BUY,944822.589566216,0.50205928,0.0,0.0,0,1,3479,,ONCHAIN,HELIUS_RPC,520,2026-08-20 04:43:05,"""{}"""
